Realm Name,Export Time,PMktPrice Date,Reserved,Item ID,Item Name,AH MarketPrice Coppers,AH Quantity,AH MarketPrice,AH MinimumPrice,14-day Median Market Price,Median Market Price StdDev,14-day Todays PMktPrice,PMktPrice StdDev,Daily Price Change,Avg Daily Posted,Avg Estimated Daily Sold,Estimated Demand
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,4711,Glimmering Cloak,499999,1,49.9999,49.9999,10,18.85,20.85,18.43,0.0364,1.43,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,4712,Glimmering Mail Girdle,2924053,3,292.4054,292.4054,777,410.97,171.84,279.67,-0.0972,9.64,0.93,0.0965
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,4713,Silver-Thread Cloak,3995000,1,399.5,399.5,29,212.6,316.72,146.78,0.4554,0.71,0.21,0.2958
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,4714,Silver-Thread Sash,5136792,1,513.6792,513.6792,444,1102.74,1.5,387.02,-0.1783,1.79,0.21,0.1173
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,4715,Emblazoned Cloak,498999,4,49.8999,49.8999,250,553.24,64.82,512.62,-0.1197,3.36,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,4716,Combat Cloak,2204478,1,220.4478,220.4478,149.45,62.22,174.62,61.35,0.0303,1.57,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,4718,Nightsky Mantle,4500000,1,450,450,250,140.16,249.02,135.16,0.0282,2.36,0.07,0.0297
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,4719,Nightsky Cloak,50000,1,5,5,30,95.07,109.7,85.11,0.0913,1.21,0.07,0.0579
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,4720,Nightsky Sash,0,0,0,0,50,0,50,0,0,0.43,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,4721,Insignia Mantle,19776741,2,1977.6741,1977.6741,1977.97,235.14,2123.83,109.06,0.0201,5.5,0.07,0.0127
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,4722,Insignia Cloak,0,0,0,0,19.95,249.01,242.9,206.46,0.0751,1,0.07,0.07
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,4725,Chief Brigadier Pauldrons,0,0,0,0,799.9,319.77,870.64,284.57,0.0351,1.93,0.29,0.1503
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,4726,Chief Brigadier Cloak,0,0,0,0,99.99,0,99.99,0,0,0.14,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,4729,Aurora Mantle,90000000,2,9000,9000,13000.13,7212.07,13598.85,7557.55,0.0054,1.86,0.14,0.0753
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,4731,Glyphed Epaulets,7529700,4,752.9701,752.9701,757.05,360.1,710.37,295.26,0.0354,6.5,0.14,0.0215
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,4732,Glyphed Cloak,0,0,0,0,8,0,10.67,0,0.1071,0.07,0.07,1
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,4733,Blackforge Pauldrons,7999999,1,799.9999,799.9999,800,196.78,690.85,194.42,-0.0105,3.14,0.21,0.0669
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,4734,Mistscape Mantle,0,0,0,0,50,331.07,7.85,152.33,-0.1936,1.14,0.14,0.1228
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,4735,Mistscape Cloak,0,0,0,0,3,0,4,0,0.2857,0.07,0.07,1
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,4736,Mistscape Sash,0,0,0,0,25,1590.23,4.5,1292.14,-0.1828,0.79,0.36,0.4557
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,4737,Imperial Leather Spaulders,4305217,2,430.5217,430.5217,439.06,293.48,476.67,303.77,0.0156,4.21,0.07,0.0166
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,4738,Imperial Leather Belt,0,0,0,0,15,0,15,0,0,0.21,0.07,0.3333
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,4782,Solstice Robe,11842125,1,1184.2125,1184.2125,931.01,310.11,1222.92,28.58,0.0429,0.21,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,4784,Lifeless Stone,0,0,0,0,0.11,0,0.14,0,7.9365,0.29,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,4789,Stable Boots,0,0,0,0,3,0,4,0,0.2857,0.07,0.07,1
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,4791,Enchanted Water,0,0,0,0,0.22,2.39,0.11,1.8,-0.2143,2.79,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,4794,Wolf Bracers,999999,1,99.9999,99.9999,100,0,100,0,0,0.36,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,4795,Bear Bracers,999999,1,99.9999,99.9999,100,0,100,0,0,0.36,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,4796,Owl Bracers,0,0,0,0,50,0,50,0,0,0.36,0.07,0.1944
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,4810,Boulder Pads,99499,2,9.95,9.95,50,28.28,7.5,2.26,-0.1079,0.21,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,4818,Executioner's Sword,0,0,0,0,70,30,30,0,-0.6,0.14,0.07,0.5
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,4827,Wizard's Belt,0,0,0,0,200,44.94,340,12.16,0.0829,0.43,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,4828,Nightwind Belt,0,0,0,0,85,0,99,0,0.0109,0.07,0.07,1
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,4835,Elite Shoulders,7999999,1,799.9999,799.9999,800,0,800,0,0,1.29,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,4838,Orb of Power,0,0,0,0,1,0,1.33,0,0.8571,0.07,0.07,1
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,4865,Ruined Pelt,0,0,0,0,0.59,12.85,4.71,11.54,-0.0452,15.71,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,4998,Blood Ring,0,0,0,0,6.5,4.29,2.25,0.75,-0.1143,0.29,0.21,0.7241
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,4999,Azora's Will,0,0,0,0,60,42.58,7.59,32.97,-0.1148,0.21,0.21,1
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5001,Heart Ring,0,0,0,0,3.21,0,4.28,0,0.2672,0.07,0.07,1
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5007,Band of Thorns,0,0,0,0,2,0,2.67,0,0.4286,0.07,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5009,Mindbender Loop,4989999,1,498.9999,498.9999,499,0,499,0,0,0.64,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5042,Red Ribboned Wrapping Paper,0,0,0,0,5,2.45,6.67,0.67,0.3176,8.71,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5048,Blue Ribboned Wrapping Paper,0,0,0,0,5,0,5,0,0,8.57,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5069,Fire Wand,20000,3,2,2,10,5.64,14.97,4.62,0.0846,3.64,0.21,0.0577
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5071,Shadow Wand,742641,2,74.2641,74.2641,5,20.91,28.66,17.83,0.1528,5.71,0.21,0.0368
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5095,Rainbow Fin Albacore,0,0,0,0,0.57,0.4,0.18,0.18,-0.4564,1.07,0.36,0.3364
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5107,Deckhand's Shirt,0,0,0,0,499,0,499,0,0,0.21,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5110,Dalaran Wizard's Robe,19084200,1,1908.42,1908.42,1789.92,81.96,1934.88,30.44,0.0101,1.5,0.14,0.0933
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5113,Mark of the Syndicate,0,0,0,0,1,0.94,0.08,0.26,-0.1993,0.86,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5122,Thick Kodo Hair,0,0,0,0,20.9,97.43,22.46,101.79,-0.0694,7.29,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5136,Torn Furry Ear,0,0,0,0,0.29,0,0.29,0,0,1,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5205,Sprouted Frond,0,0,0,0,0.04,0,0.04,0,0,1.07,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5206,Bogling Root,0,0,0,0,0.1,0,0.1,0,0,0.43,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5207,Opaque Wand,250000,2,25,25,25,15.08,23.89,15.67,-0.0079,7.07,0.43,0.0608
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5212,Blazing Wand,1142729,2,114.2729,114.2729,10,40.68,53.22,33.95,0.1002,5.5,0.5,0.0909
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5213,Scorching Wand,19500,5,1.95,1.95,22.8,6.76,25.84,5.55,0.0366,3,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5214,Wand of Eventide,490867,1,49.0868,49.0868,49.09,26.14,20.43,19.87,-0.053,2.71,0.29,0.107
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5215,Ember Wand,250000,3,25,25,50,24.3,42.19,21.42,0.0163,2.71,0.21,0.0775
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5216,Umbral Wand,400295,3,40.0295,40.0295,22,271.07,4.15,260.3,-0.1742,3.36,0.29,0.0863
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5237,Empty Poison Vial,0,0,0,0,1.61,0,1.61,0,0,0.14,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5263,Pocket Lint,20000000,8,2000,2000,100000,0,100000,0,0,2.36,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5266,Eye of Adaegus,0,0,0,0,38.21,15.58,20.86,12.79,-0.0492,0.86,0.07,0.0814
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5267,Scarlet Kris,0,0,0,0,70,631.72,30,593.47,-0.1615,3.14,0.21,0.0669
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5373,Lucky Charm,507499,9,50.7499,50.7499,198.75,91.79,50.77,53.11,-0.0909,9.71,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5426,Serpent's Kiss,4990000,1,499,499,499,197.59,637.29,158.43,0.1891,0.71,0.07,0.0986
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5465,Small Spider Leg,14385,9,1.4385,1.4,0.97,0.42,0.83,0.43,-0.0076,42.07,7.07,0.1681
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5469,Strider Meat,59997,7,5.9998,5.9998,1.67,3.54,7.69,1.88,0.1401,16.93,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5470,Thunder Lizard Tail,41661,13,4.1661,4.1661,4.21,0.11,4.1,0.04,-0.005,7.29,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5471,Stag Meat,1580,19,0.158,0.158,0.18,0.03,0.15,0.02,-0.0282,61.57,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5472,Kaldorei Spider Kabob,0,0,0,0,0.01,0,0.01,0,0,3,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5478,Dig Rat Stew,200000,20,20,20,20,0,20,0,0,18.57,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5480,Lean Venison,0,0,0,0,1,0,1,0,0,11.43,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5488,Recipe: Crispy Lizard Tail,3618139,2,361.8139,361.8139,483.43,125.79,279,45.67,-0.0619,0.79,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5498,Small Lustrous Pearl,24800,15,2.48,2,1.44,1.91,2.3,1.91,0.0266,41.29,12.57,0.3044
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5500,Iridescent Pearl,179904,24,17.9904,15,1.97,2.55,3.57,2.42,0.0287,50.71,4.5,0.0887
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5503,Clam Meat,3500,46,0.35,0.35,0.59,0.6,1.09,0.55,0.1098,157.71,52.93,0.3356
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5504,Tangy Clam Meat,0,0,0,0,2.5,1.24,3.11,1.24,0.0161,76.86,35.86,0.4666
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5507,Ornate Spyglass,0,0,0,0,2999,18664.8,21435.61,15391.04,0.1297,1.36,0.14,0.1029
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5523,Small Barnacled Clam,0,0,0,0,470.67,479.03,1.5,374.57,-0.1572,24.79,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5524,Thick-Shelled Clam,24551,12,2.4551,2.4551,2.48,0.02,2.45,0.01,-0.0041,2.21,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5525,Boiled Clams,5000,6,0.5,0.5,2,0,2.67,0,0.4286,3.14,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5527,Goblin Deviled Clams,0,0,0,0,0.02,0,0.02,0,0,0.43,0.21,0.4884
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5528,Recipe: Clam Chowder,1590000,1,159,159,159.8,0.5,159.74,0.39,0.0002,1.5,0.21,0.14
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5542,Pearl-Clasped Cloak,0,0,0,0,15,0,15,0,0,0.29,0.07,0.2414
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5543,Plans: Iridescent Hammer,1220000,1,122,122,51,37.28,60.34,35.05,0.0652,4.07,0.21,0.0516
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5569,Seaweed,0,0,0,0,0.06,0,0.06,0,0,0.43,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5571,Small Black Pouch,10000,5,1,1,0.56,0.69,0.59,0.7,-0.0208,5.5,0.43,0.0782
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5572,Small Green Pouch,6499,5,0.6499,0.6499,0.89,0.56,0.86,0.57,-0.0162,7.29,0.64,0.0878
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5573,Green Leather Bag,251750,1,25.175,25.175,6.11,6.1,10.25,5.97,0.0656,1.29,0.29,0.2248
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5574,White Leather Bag,250000,1,25,25,28,14.18,26.8,10.91,0.0498,0.86,0.07,0.0814
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5575,Large Green Sack,0,0,0,0,9,2.15,6.23,1.85,-0.0405,1.5,0.21,0.14
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5576,Large Brown Sack,0,0,0,0,14.36,6.51,7.1,6.32,-0.0581,0.93,0.14,0.1505
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5578,Plans: Silvered Bronze Breastplate,0,0,0,0,22.88,751.79,1102.09,643.35,0.1633,2.79,0.14,0.0502
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5616,Gutwrencher,2673433,1,267.3433,267.3433,200,88.44,245.21,86.05,0.0369,2.29,0.21,0.0917
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5634,Free Action Potion,0,0,0,0,0.3,0,0.3,0,0,0.64,0.21,0.3281
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5635,Sharp Claw,1798,5,0.1798,0.1798,0.45,2.02,1.41,1.65,-0.0193,8.71,0.29,0.0333
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5637,Large Fang,149898,4,14.9898,14.9898,7.77,6.66,7.99,6.57,-0.0229,13.93,1.21,0.0869
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5640,Recipe: Rage Potion,304295,1,30.4295,30.4295,23.21,8.84,31.73,0.97,0.0616,0.29,0.14,0.4828
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5642,Recipe: Free Action Potion,0,0,0,0,174.54,92.52,333.45,61.68,0.8364,0.29,0.07,0.2414
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5643,Recipe: Great Rage Potion,0,0,0,0,103.79,0,103.79,0,0,0.14,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5739,Barbaric Harness,200000,8,20,20,24.5,17.87,36.24,12.57,0.1145,2.64,0.64,0.2424
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5740,Red Fireworks Rocket,0,0,0,0,1,0,1,0,0,2.14,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5763,Red Woolen Bag,0,0,0,0,8,1.87,11.24,0.89,0.0526,2.43,0.57,0.2346
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5765,Black Silk Pack,0,0,0,0,11.39,0,15.19,0,0.0752,0.07,0.07,1
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5766,Lesser Wizard's Robe,2190939,1,219.0939,219.0939,219.09,77.42,292.13,25.49,0.1337,0.29,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5770,Robes of Arcana,0,0,0,0,500,0,500,0,0,1.36,0.07,0.0515
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5771,Pattern: Red Linen Bag,999999,1,99.9999,99.9999,100,0,100,0,0,1.21,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5772,Pattern: Red Woolen Bag,999999,1,99.9999,99.9999,100,53.43,100.11,40.89,0.0576,1.79,0.07,0.0391
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5774,Pattern: Green Silk Pack,1000000,4,100,100,199,142.49,76.55,134.43,-0.0771,5,0.29,0.058
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5784,Slimy Murloc Scale,5820,2,0.582,0.582,0.55,0.77,0.36,0.56,-0.1188,12.64,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5785,Thick Murloc Scale,2000,71,0.2,0.0594,0.17,0.11,0.05,0.04,-0.1318,146.14,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5786,Pattern: Murloc Scale Belt,0,0,0,0,13.11,2.49,13.73,2.32,0.013,1.21,0.07,0.0579
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5787,Pattern: Murloc Scale Breastplate,0,0,0,0,5.74,3.13,7.6,1.84,0.0995,1.36,0.36,0.2647
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5788,Pattern: Thick Murloc Armor,0,0,0,0,1699,0,1699,0,0,0.86,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5789,Pattern: Murloc Scale Bracers,0,0,0,0,99.95,0,113.95,0,0.0094,0.07,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5819,Sunblaze Coif,0,0,0,0,16799.64,1065.33,17545.03,889.07,0.001,1.43,0.14,0.0979
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5833,Indurium Ore,62857,33,6.2857,6.2857,9.95,0.03,9.93,0.01,-0.0007,18.07,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5956,Blacksmith Hammer,799500,19,79.95,10.1505,84.9,40.18,84.63,33.73,0.0403,11.79,0.07,0.0059
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5961,Dark Leather Pants,702500,10,70.25,70.25,14,23.6,64.19,15.67,0.1528,2.93,1.79,0.6109
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5962,Guardian Pants,980000,2,98,98,100,41.5,87,41.92,-0.0052,1.5,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5963,Barbaric Leggings,0,0,0,0,140.55,87.95,1.12,25.74,-0.2202,0.71,0.29,0.4085
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5964,Barbaric Shoulders,0,0,0,0,9,22.32,41.77,17.32,0.1837,15.43,3.71,0.2404
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5966,Guardian Gloves,242546,1,24.2546,24.2546,4,8.5,12.5,7.57,0.0859,13.21,1.43,0.1083
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5972,Pattern: Fine Leather Pants,0,0,0,0,4,50.93,122.88,20.27,0.2558,0.71,0.07,0.0986
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5973,Pattern: Barbaric Leggings,0,0,0,0,1699,790.77,246.76,576.65,-0.1122,1,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5974,Pattern: Guardian Cloak,0,0,0,0,197.76,732.76,7.09,633.39,-0.1657,3.21,0.14,0.0436
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5976,Guild Tabard,500000,1,50,50,0,0,0,0,0,0,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,5997,Elixir of Minor Defense,0,0,0,0,0.85,0.74,1.7,0.7,0.0823,43.29,4.29,0.0991
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,6037,Truesilver Bar,98000,5,9.8,9.8,0.99,0.53,0.96,0.54,-0.0168,986.14,425.79,0.4318
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,6039,Recipe: Giant Clam Scorcho,599999,4,59.9999,59.9999,66,49.91,21.79,36.93,-0.1017,3.36,0.21,0.0625
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,6040,Golden Scale Bracers,18525,12,1.8525,1.8524,4,3.51,1.83,3.19,-0.0841,37.86,4.36,0.1152
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,6044,Plans: Iron Shield Spike,0,0,0,0,200,948.31,2265.33,438.72,0.1897,2.21,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,6045,Plans: Iron Counterweight,1957500,4,195.75,195.75,195.75,109.63,253.39,75.96,0.0971,5.79,0.14,0.0242
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,6046,Plans: Steel Weapon Chain,0,0,0,0,6932.25,386.71,7593.4,211.68,0.0093,1,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,6047,Plans: Golden Scale Coif,0,0,0,0,1699,0,1699,0,0,0.86,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,6052,Nature Protection Potion,0,0,0,0,1.75,0.28,1.12,0.16,-0.0719,6.86,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,6053,Recipe: Holy Protection Potion,0,0,0,0,375.39,788.98,931.87,748.91,0.0503,1.93,0.21,0.1088
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,6056,Recipe: Frost Protection Potion,0,0,0,0,1571.72,547.53,1192.25,511.47,-0.0147,1.57,0.07,0.0446
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,6057,Recipe: Nature Protection Potion,666666,2,66.6666,66.6666,100,443.78,4.5,377.27,-0.1566,3.29,0.21,0.0638
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,6098,Neophyte's Robe,2000000,1,200,200,200,22.14,151.64,10.2,-0.0244,1.07,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,6123,Novice's Robe,2000000,1,200,200,199.75,64.39,123.12,47.88,-0.0339,1.57,0.07,0.0446
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,6149,Greater Mana Potion,480,5,0.048,0.048,0.05,0,0.05,0,0.0088,73.79,9.71,0.1316
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,6217,Copper Rod,0,0,0,0,38.99,17.59,54.51,7.05,0.1011,23,2.07,0.09
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,6219,Arclight Spanner,221217,1,22.1218,22.1218,20.03,14.4,3.91,8.26,-0.1183,13.14,0.79,0.0601
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,6238,Brown Linen Robe,399500,2,39.95,39.95,6.22,17.47,21.39,16.21,0.2078,0.5,0.43,0.86
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,6241,White Linen Robe,250000,13,25,25,10,16.29,39.88,8.68,0.2206,1,0.43,0.43
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,6242,Blue Linen Robe,0,0,0,0,10,0,10,0,0,0.43,0.14,0.3256
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,6256,Fishing Pole,0,0,0,0,100,64.35,133.33,24.32,0.4367,0.21,0.07,0.3333
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,6260,Blue Dye,0,0,0,0,1,0,1,0,0,2,0.43,0.215
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,6263,Blue Overalls,399500,1,39.95,39.95,0,0,0,0,0,0,0,0
